,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
522,2011-02-04 22:00:00,1,0,1,2,9.84,12.12,65,11.0014,1,45,46
523,2011-02-04 23:00:00,1,0,1,2,9.84,12.12,70,8.9981,1,30,31
524,2011-02-05 00:00:00,1,0,0,2,9.84,12.12,70,11.0014,3,36,39
528,2011-02-05 04:00:00,1,0,0,3,9.02,11.365,93,8.9981,0,8,8
529,2011-02-05 05:00:00,1,0,0,3,8.2,11.365,100,6.0032,0,9,9
531,2011-02-05 07:00:00,1,0,0,3,9.02,12.88,93,6.0032,0,4,4
532,2011-02-05 08:00:00,1,0,0,3,8.2,11.365,100,6.0032,0,10,10
533,2011-02-05 09:00:00,1,0,0,3,8.2,11.365,100,6.0032,3,17,20
535,2011-02-05 11:00:00,1,0,0,3,9.02,11.365,100,8.9981,1,46,47
537,2011-02-05 13:00:00,1,0,0,3,9.02,11.365,100,11.0014,10,62,72
538,2011-02-05 14:00:00,1,0,0,3,9.02,13.635,100,0.0,5,50,55
540,2011-02-05 16:00:00,1,0,0,3,9.02,11.365,100,8.9981,8,63,71
541,2011-02-05 17:00:00,1,0,0,2,9.84,10.605,100,19.0012,14,64,78
543,2011-02-05 19:00:00,1,0,0,2,11.48,12.12,93,30.0026,6,78,84
545,2011-02-05 21:00:00,1,0,0,1,10.66,12.88,100,12.998,3,53,56
546,2011-02-05 22:00:00,1,0,0,1,10.66,13.635,93,8.9981,2,43,45
547,2011-02-05 23:00:00,1,0,0,1,10.66,12.88,93,15.0013,7,52,59
548,2011-02-06 00:00:00,1,0,0,1,10.66,12.88,70,12.998,2,37,39
549,2011-02-06 01:00:00,1,0,0,1,10.66,11.365,65,27.9993,4,40,44
550,2011-02-06 02:00:00,1,0,0,1,10.66,11.365,60,22.0028,0,20,20
551,2011-02-06 03:00:00,1,0,0,1,10.66,14.395,60,6.0032,3,10,13
554,2011-02-06 06:00:00,1,0,0,1,10.66,12.88,60,15.0013,0,1,1
557,2011-02-06 09:00:00,1,0,0,1,11.48,14.395,56,7.0015,7,38,45
560,2011-02-06 12:00:00,1,0,0,1,13.94,16.665,46,0.0,48,126,174
562,2011-02-06 14:00:00,1,0,0,1,13.94,17.425,46,6.0032,47,114,161
563,2011-02-06 15:00:00,1,0,0,1,13.94,17.425,46,6.0032,52,130,182
565,2011-02-06 17:00:00,1,0,0,1,13.94,18.18,46,0.0,24,97,121
568,2011-02-06 20:00:00,1,0,0,1,11.48,14.395,61,7.0015,5,21,26
569,2011-02-06 21:00:00,1,0,0,1,10.66,15.15,60,0.0,5,22,27
571,2011-02-06 23:00:00,1,0,0,1,9.84,14.395,65,0.0,4,26,30
572,2011-02-07 00:00:00,1,0,1,1,9.84,14.395,65,0.0,1,14,15
574,2011-02-07 02:00:00,1,0,1,1,8.2,12.88,80,0.0,0,3,3
575,2011-02-07 03:00:00,1,0,1,1,8.2,12.88,86,0.0,0,1,1
577,2011-02-07 05:00:00,1,0,1,1,8.2,12.88,86,0.0,1,9,10
579,2011-02-07 07:00:00,1,0,1,1,7.38,12.12,86,0.0,6,89,95
581,2011-02-07 09:00:00,1,0,1,1,9.02,13.635,80,0.0,3,115,118
583,2011-02-07 11:00:00,1,0,1,1,12.3,15.91,65,6.0032,11,36,47
584,2011-02-07 12:00:00,1,0,1,2,13.12,17.425,62,0.0,7,59,66
585,2011-02-07 13:00:00,1,0,1,2,14.76,18.18,57,6.0032,10,54,64
586,2011-02-07 14:00:00,1,0,1,2,14.76,18.18,57,6.0032,8,52,60
588,2011-02-07 16:00:00,1,0,1,2,14.76,17.425,57,8.9981,16,98,114
589,2011-02-07 17:00:00,1,0,1,2,13.12,15.91,70,11.0014,9,207,216
590,2011-02-07 18:00:00,1,0,1,2,13.94,16.665,66,8.9981,5,170,175
592,2011-02-07 20:00:00,1,0,1,2,13.12,16.665,70,7.0015,6,82,88
593,2011-02-07 21:00:00,1,0,1,1,13.12,17.425,70,0.0,3,75,78
595,2011-02-07 23:00:00,1,0,1,2,12.3,16.665,81,0.0,6,19,25
597,2011-02-08 01:00:00,1,0,1,2,11.48,15.91,87,0.0,0,4,4
598,2011-02-08 02:00:00,1,0,1,2,10.66,13.635,93,7.0015,1,1,2
604,2011-02-08 08:00:00,1,0,1,1,9.84,9.85,56,32.9975,7,236,243
605,2011-02-08 09:00:00,1,0,1,1,9.84,9.85,52,32.9975,7,128,135
606,2011-02-08 10:00:00,1,0,1,1,9.02,9.09,47,36.9974,4,44,48
607,2011-02-08 11:00:00,1,0,1,1,9.02,9.09,47,31.0009,1,49,50
608,2011-02-08 12:00:00,1,0,1,1,9.84,9.85,38,32.9975,2,63,65
609,2011-02-08 13:00:00,1,0,1,2,9.84,9.85,32,30.0026,2,48,50
610,2011-02-08 14:00:00,1,0,1,1,9.02,9.85,37,27.9993,3,61,64
611,2011-02-08 15:00:00,1,0,1,1,9.02,9.85,35,26.0027,6,45,51
612,2011-02-08 16:00:00,1,0,1,1,9.02,9.09,35,35.0008,4,79,83
613,2011-02-08 17:00:00,1,0,1,1,9.02,9.09,32,39.0007,4,172,176
614,2011-02-08 18:00:00,1,0,1,1,8.2,9.09,32,26.0027,1,151,152
616,2011-02-08 20:00:00,1,0,1,1,6.56,6.82,40,22.0028,3,53,56
617,2011-02-08 21:00:00,1,0,1,1,5.74,5.305,33,31.0009,8,46,54
619,2011-02-08 23:00:00,1,0,1,1,4.92,5.305,33,22.0028,3,9,12
620,2011-02-09 00:00:00,1,0,1,1,4.1,3.79,36,23.9994,0,17,17
622,2011-02-09 02:00:00,1,0,1,1,3.28,3.79,38,19.0012,1,2,3
624,2011-02-09 05:00:00,1,0,1,1,2.46,5.305,45,7.0015,0,7,7
626,2011-02-09 07:00:00,1,0,1,1,2.46,5.305,49,7.0015,4,95,99
627,2011-02-09 08:00:00,1,0,1,1,4.1,6.82,42,0.0,1,198,199
628,2011-02-09 09:00:00,1,0,1,1,4.92,6.82,39,11.0014,4,119,123
629,2011-02-09 10:00:00,1,0,1,1,5.74,9.09,36,0.0,8,51,59
630,2011-02-09 11:00:00,1,0,1,2,5.74,7.575,43,11.0014,1,40,41
631,2011-02-09 12:00:00,1,0,1,2,7.38,9.09,40,15.0013,4,57,61
632,2011-02-09 13:00:00,1,0,1,1,7.38,8.335,40,16.9979,2,67,69
634,2011-02-09 15:00:00,1,0,1,2,8.2,9.09,34,19.0012,3,61,64
635,2011-02-09 16:00:00,1,0,1,2,8.2,9.85,37,16.9979,7,72,79
636,2011-02-09 17:00:00,1,0,1,2,8.2,9.85,34,16.9979,9,157,166
637,2011-02-09 18:00:00,1,0,1,2,7.38,8.335,47,19.9995,2,168,170
639,2011-02-09 20:00:00,1,0,1,3,5.74,7.575,86,11.0014,0,84,84
641,2011-02-09 22:00:00,1,0,1,3,6.56,8.335,80,11.0014,4,42,46
642,2011-02-09 23:00:00,1,0,1,3,6.56,7.575,80,12.998,0,37,37
643,2011-02-10 00:00:00,1,0,1,3,5.74,6.82,86,12.998,0,16,16
645,2011-02-10 02:00:00,1,0,1,3,5.74,7.575,80,8.9981,0,3,3
648,2011-02-10 06:00:00,1,0,1,2,4.92,6.06,54,19.0012,0,26,26
650,2011-02-10 08:00:00,1,0,1,1,4.1,3.79,49,22.0028,5,173,178
651,2011-02-10 09:00:00,1,0,1,1,4.92,5.305,42,23.9994,1,121,122
653,2011-02-10 11:00:00,1,0,1,1,5.74,6.06,39,23.9994,1,44,45
654,2011-02-10 12:00:00,1,0,1,1,6.56,6.82,34,26.0027,4,65,69
655,2011-02-10 13:00:00,1,0,1,1,7.38,8.335,29,19.9995,3,59,62
656,2011-02-10 14:00:00,1,0,1,1,8.2,9.09,27,19.0012,6,42,48
657,2011-02-10 15:00:00,1,0,1,1,8.2,9.85,25,16.9979,0,50,50
659,2011-02-10 17:00:00,1,0,1,1,7.38,9.09,26,12.998,6,159,165
661,2011-02-10 19:00:00,1,0,1,1,5.74,8.335,28,7.0015,2,110,112
664,2011-02-10 22:00:00,1,0,1,1,4.92,9.85,39,0.0,4,47,51
665,2011-02-10 23:00:00,1,0,1,1,4.92,7.575,42,7.0015,1,33,34
667,2011-02-11 01:00:00,1,0,1,1,4.1,6.82,54,6.0032,1,6,7
669,2011-02-11 05:00:00,1,0,1,1,3.28,6.06,63,6.0032,0,4,4
670,2011-02-11 06:00:00,1,0,1,1,4.1,9.09,68,0.0,1,23,24
671,2011-02-11 07:00:00,1,0,1,1,3.28,8.335,73,0.0,1,73,74
672,2011-02-11 08:00:00,1,0,1,1,4.1,6.06,74,11.0014,4,212,216
675,2011-02-11 11:00:00,1,0,1,1,9.02,11.365,47,8.9981,12,52,64
676,2011-02-11 12:00:00,1,0,1,1,9.02,11.365,47,8.9981,7,64,71
678,2011-02-11 14:00:00,1,0,1,1,12.3,14.395,26,16.9979,17,67,84
679,2011-02-11 15:00:00,1,0,1,1,13.12,15.91,21,11.0014,12,62,74
680,2011-02-11 16:00:00,1,0,1,1,12.3,14.395,28,12.998,14,111,125
682,2011-02-11 18:00:00,1,0,1,1,11.48,15.91,28,0.0,9,165,174
683,2011-02-11 19:00:00,1,0,1,1,10.66,15.15,33,0.0,7,94,101
684,2011-02-11 20:00:00,1,0,1,1,9.02,11.365,55,8.9981,2,61,63
686,2011-02-11 22:00:00,1,0,1,1,8.2,11.365,64,6.0032,2,41,43
687,2011-02-11 23:00:00,1,0,1,1,7.38,12.12,69,0.0,5,48,53
688,2011-02-12 00:00:00,1,0,0,1,6.56,9.85,69,6.0032,3,27,30
689,2011-02-12 01:00:00,1,0,0,1,5.74,10.605,86,0.0,2,22,24
690,2011-02-12 02:00:00,1,0,0,1,5.74,10.605,80,0.0,2,13,15
692,2011-02-12 04:00:00,1,0,0,1,4.92,8.335,74,6.0032,0,4,4
693,2011-02-12 05:00:00,1,0,0,1,4.92,8.335,74,6.0032,0,1,1
695,2011-02-12 07:00:00,1,0,0,1,4.92,7.575,80,7.0015,2,9,11
699,2011-02-12 11:00:00,1,0,0,1,12.3,13.635,28,22.0028,30,84,114
701,2011-02-12 13:00:00,1,0,0,1,12.3,13.635,39,27.9993,32,103,135
704,2011-02-12 16:00:00,1,0,0,1,13.94,15.15,29,27.9993,42,103,145
705,2011-02-12 17:00:00,1,0,0,1,13.12,14.395,31,35.0008,24,113,137
706,2011-02-12 18:00:00,1,0,0,1,11.48,12.88,38,22.0028,4,60,64
707,2011-02-12 19:00:00,1,0,0,1,11.48,13.635,38,11.0014,2,39,41
708,2011-02-12 20:00:00,1,0,0,1,10.66,12.88,41,15.0013,1,39,40
709,2011-02-12 21:00:00,1,0,0,1,10.66,15.15,41,0.0,9,42,51
710,2011-02-12 22:00:00,1,0,0,1,9.84,12.88,44,6.0032,6,39,45
711,2011-02-12 23:00:00,1,0,0,1,9.02,11.365,51,8.9981,1,31,32
712,2011-02-13 00:00:00,1,0,0,1,8.2,11.365,64,7.0015,5,34,39
714,2011-02-13 02:00:00,1,0,0,2,8.2,11.365,75,6.0032,1,19,20
715,2011-02-13 03:00:00,1,0,0,2,8.2,11.365,69,7.0015,4,8,12
716,2011-02-13 04:00:00,1,0,0,2,8.2,10.605,69,11.0014,0,2,2
717,2011-02-13 06:00:00,1,0,0,2,8.2,10.605,69,8.9981,2,3,5
720,2011-02-13 09:00:00,1,0,0,2,9.84,11.365,60,15.0013,12,35,47
721,2011-02-13 10:00:00,1,0,0,1,12.3,13.635,45,22.0028,19,86,105
724,2011-02-13 13:00:00,1,0,0,1,15.58,19.695,29,23.9994,62,92,154
727,2011-02-13 16:00:00,1,0,0,2,17.22,21.21,28,22.0028,28,106,134
729,2011-02-13 18:00:00,1,0,0,1,16.4,20.455,32,19.9995,17,78,95
730,2011-02-13 19:00:00,1,0,0,1,16.4,20.455,35,19.0012,11,50,61
731,2011-02-13 20:00:00,1,0,0,1,16.4,20.455,35,22.0028,15,32,47
735,2011-02-14 00:00:00,1,0,1,1,15.58,19.695,37,23.9994,3,8,11
737,2011-02-14 02:00:00,1,0,1,1,14.76,16.665,40,19.9995,0,2,2
738,2011-02-14 03:00:00,1,0,1,1,13.94,15.91,46,15.0013,1,1,2
739,2011-02-14 04:00:00,1,0,1,1,13.12,15.15,53,19.0012,0,2,2
740,2011-02-14 05:00:00,1,0,1,1,13.12,15.15,53,19.0012,0,3,3
744,2011-02-14 09:00:00,1,0,1,1,16.4,20.455,37,26.0027,8,122,130
745,2011-02-14 10:00:00,1,0,1,1,18.04,21.97,33,15.0013,9,46,55
746,2011-02-14 11:00:00,1,0,1,1,21.32,25.0,23,16.9979,10,43,53
748,2011-02-14 13:00:00,1,0,1,1,23.78,27.275,19,26.0027,27,93,120
749,2011-02-14 14:00:00,1,0,1,1,24.6,29.545,15,32.9975,14,76,90
750,2011-02-14 15:00:00,1,0,1,1,22.96,26.515,21,43.9989,19,71,90
751,2011-02-14 16:00:00,1,0,1,1,21.32,25.0,27,31.0009,16,102,118
752,2011-02-14 17:00:00,1,0,1,1,18.86,22.725,33,40.9973,25,218,243
753,2011-02-14 18:00:00,1,0,1,1,16.4,20.455,40,40.9973,11,194,205
755,2011-02-14 20:00:00,1,0,1,1,14.76,15.91,46,31.0009,5,65,70
756,2011-02-14 21:00:00,1,0,1,1,14.76,15.91,50,35.0008,8,35,43
758,2011-02-14 23:00:00,1,0,1,1,13.12,14.395,49,32.9975,1,19,20
759,2011-02-15 00:00:00,1,0,1,1,12.3,13.635,49,27.9993,7,12,19
760,2011-02-15 01:00:00,1,0,1,1,12.3,12.12,42,51.9987,0,5,5
762,2011-02-15 04:00:00,1,0,1,1,9.02,9.09,37,35.0008,0,1,1
763,2011-02-15 05:00:00,1,0,1,1,9.02,9.09,32,31.0009,0,4,4
764,2011-02-15 06:00:00,1,0,1,1,8.2,9.09,32,22.0028,0,30,30
765,2011-02-15 07:00:00,1,0,1,1,8.2,9.09,32,23.9994,2,103,105
766,2011-02-15 08:00:00,1,0,1,1,8.2,9.09,32,23.9994,10,213,223
767,2011-02-15 09:00:00,1,0,1,1,9.02,9.85,29,30.0026,2,108,110
768,2011-02-15 10:00:00,1,0,1,1,9.84,10.605,27,19.0012,5,47,52
771,2011-02-15 13:00:00,1,0,1,1,13.12,15.15,21,15.0013,14,68,82
772,2011-02-15 14:00:00,1,0,1,1,13.94,15.91,19,15.0013,10,69,79
773,2011-02-15 15:00:00,1,0,1,1,13.94,16.665,19,11.0014,11,74,85
774,2011-02-15 16:00:00,1,0,1,1,13.94,15.91,19,16.9979,21,77,98
775,2011-02-15 17:00:00,1,0,1,1,13.12,15.15,22,15.0013,15,191,206
776,2011-02-15 18:00:00,1,0,1,1,12.3,15.15,22,8.9981,14,198,212
777,2011-02-15 19:00:00,1,0,1,1,11.48,14.395,26,8.9981,3,142,145
779,2011-02-15 21:00:00,1,0,1,1,9.84,14.395,52,0.0,5,61,66
781,2011-02-15 23:00:00,1,0,1,2,9.02,12.88,44,6.0032,0,20,20
787,2011-02-16 06:00:00,1,0,1,1,8.2,9.85,55,15.0013,1,32,33
789,2011-02-16 08:00:00,1,0,1,2,9.02,11.365,55,11.0014,6,224,230
790,2011-02-16 09:00:00,1,0,1,1,9.84,10.605,52,19.0012,2,122,124
795,2011-02-16 14:00:00,1,0,1,1,18.86,22.725,28,27.9993,17,65,82
796,2011-02-16 15:00:00,1,0,1,1,18.86,22.725,28,27.9993,35,82,117
797,2011-02-16 16:00:00,1,0,1,1,18.86,22.725,31,26.0027,26,96,122
799,2011-02-16 18:00:00,1,0,1,1,16.4,20.455,40,15.0013,20,202,222
801,2011-02-16 20:00:00,1,0,1,1,15.58,19.695,43,12.998,10,108,118
803,2011-02-16 22:00:00,1,0,1,1,13.94,16.665,53,12.998,12,61,73
804,2011-02-16 23:00:00,1,0,1,1,15.58,19.695,40,15.0013,2,31,33
805,2011-02-17 00:00:00,1,0,1,1,13.94,16.665,53,12.998,1,16,17
806,2011-02-17 01:00:00,1,0,1,1,13.94,15.91,53,15.0013,0,6,6
808,2011-02-17 03:00:00,1,0,1,1,13.94,16.665,53,12.998,3,1,4
810,2011-02-17 05:00:00,1,0,1,1,13.12,16.665,66,6.0032,1,11,12
811,2011-02-17 06:00:00,1,0,1,1,12.3,15.15,70,8.9981,3,44,47
812,2011-02-17 07:00:00,1,0,1,1,13.12,16.665,57,7.0015,7,119,126
813,2011-02-17 08:00:00,1,0,1,1,13.12,16.665,57,6.0032,18,267,285
816,2011-02-17 11:00:00,1,0,1,2,18.04,21.97,44,16.9979,19,71,90
818,2011-02-17 13:00:00,1,0,1,1,22.14,25.76,34,15.0013,15,108,123
826,2011-02-17 21:00:00,1,0,1,1,21.32,25.0,55,26.0027,5,119,124
827,2011-02-17 22:00:00,1,0,1,1,20.5,24.24,59,19.0012,8,68,76
828,2011-02-17 23:00:00,1,0,1,1,18.86,22.725,67,19.9995,4,40,44
830,2011-02-18 01:00:00,1,0,1,1,18.04,21.97,72,15.0013,1,7,8
831,2011-02-18 02:00:00,1,0,1,1,18.04,21.97,72,19.0012,2,5,7
833,2011-02-18 04:00:00,1,0,1,1,18.86,22.725,67,16.9979,0,1,1
834,2011-02-18 05:00:00,1,0,1,2,18.86,22.725,67,7.0015,1,6,7
837,2011-02-18 08:00:00,1,0,1,2,17.22,21.21,77,12.998,26,246,272
839,2011-02-18 10:00:00,1,0,1,2,18.04,21.97,72,15.0013,17,78,95
840,2011-02-18 11:00:00,1,0,1,1,18.04,21.97,72,11.0014,31,82,113
841,2011-02-18 12:00:00,1,0,1,1,20.5,24.24,59,12.998,59,126,185
842,2011-02-18 13:00:00,1,0,1,1,24.6,31.06,43,12.998,45,131,176
844,2011-02-18 15:00:00,1,0,1,1,27.06,31.06,36,22.0028,55,117,172
845,2011-02-18 16:00:00,1,0,1,1,27.06,31.06,36,19.0012,68,164,232
846,2011-02-18 17:00:00,1,0,1,1,27.06,31.06,34,23.9994,52,275,327
847,2011-02-18 18:00:00,1,0,1,1,26.24,31.06,33,22.0028,29,195,224
850,2011-02-18 21:00:00,1,0,1,1,23.78,27.275,21,32.9975,11,61,72
851,2011-02-18 22:00:00,1,0,1,1,22.14,25.76,10,16.9979,19,88,107
852,2011-02-18 23:00:00,1,0,1,1,21.32,25.0,8,19.0012,16,61,77
853,2011-02-19 00:00:00,1,0,0,1,19.68,23.485,12,32.9975,6,23,29
855,2011-02-19 02:00:00,1,0,0,1,18.04,21.97,13,26.0027,3,14,17
858,2011-02-19 05:00:00,1,0,0,1,16.4,20.455,15,22.0028,0,3,3
860,2011-02-19 07:00:00,1,0,0,1,15.58,19.695,17,35.0008,6,16,22
863,2011-02-19 10:00:00,1,0,0,1,17.22,21.21,16,39.0007,34,72,106
865,2011-02-19 12:00:00,1,0,0,1,18.04,21.97,18,32.9975,38,81,119
866,2011-02-19 13:00:00,1,0,0,1,18.04,21.97,16,40.9973,52,103,155
868,2011-02-19 15:00:00,1,0,0,1,18.04,21.97,16,50.0021,84,87,171
869,2011-02-19 16:00:00,1,0,0,1,18.04,21.97,16,43.0006,39,81,120
874,2011-02-19 21:00:00,1,0,0,1,13.12,13.635,26,36.9974,4,29,33
877,2011-03-01 00:00:00,1,0,1,1,12.3,13.635,70,31.0009,0,7,7
878,2011-03-01 01:00:00,1,0,1,1,10.66,11.365,70,23.9994,0,3,3
880,2011-03-01 03:00:00,1,0,1,1,9.02,10.605,69,19.0012,0,2,2
882,2011-03-01 05:00:00,1,0,1,1,8.2,9.09,64,19.0012,1,1,2
884,2011-03-01 07:00:00,1,0,1,1,8.2,9.09,59,22.0028,2,105,107
885,2011-03-01 08:00:00,1,0,1,1,8.2,9.09,59,26.0027,10,204,214
886,2011-03-01 09:00:00,1,0,1,1,9.02,9.85,55,27.9993,8,116,124
887,2011-03-01 10:00:00,1,0,1,1,9.84,10.605,52,19.0012,13,55,68
888,2011-03-01 11:00:00,1,0,1,1,11.48,13.635,45,16.9979,8,48,56
892,2011-03-01 15:00:00,1,0,1,1,13.94,18.18,34,0.0,7,57,64
893,2011-03-01 16:00:00,1,0,1,1,13.94,17.425,34,6.0032,10,92,102
895,2011-03-01 18:00:00,1,0,1,1,13.12,15.91,39,12.998,10,214,224
896,2011-03-01 19:00:00,1,0,1,1,12.3,15.15,49,8.9981,4,115,119
899,2011-03-01 22:00:00,1,0,1,1,9.84,13.635,62,7.0015,3,44,47
901,2011-03-02 00:00:00,1,0,1,1,9.02,11.365,69,11.0014,3,5,8
902,2011-03-02 01:00:00,1,0,1,1,9.02,11.365,69,12.998,0,4,4
903,2011-03-02 02:00:00,1,0,1,1,9.02,11.365,69,12.998,0,2,2
907,2011-03-02 06:00:00,1,0,1,1,9.02,10.605,55,16.9979,1,39,40
912,2011-03-02 11:00:00,1,0,1,1,13.94,15.15,53,22.0028,8,65,73
913,2011-03-02 12:00:00,1,0,1,1,16.4,20.455,43,12.998,20,62,82
914,2011-03-02 13:00:00,1,0,1,1,20.5,24.24,25,0.0,35,90,125
915,2011-03-02 14:00:00,1,0,1,1,21.32,25.0,23,19.9995,21,75,96
916,2011-03-02 15:00:00,1,0,1,1,22.14,25.76,19,27.9993,19,91,110
919,2011-03-02 18:00:00,1,0,1,1,18.86,22.725,23,32.9975,8,193,201
920,2011-03-02 19:00:00,1,0,1,1,16.4,20.455,28,35.0008,6,144,150
921,2011-03-02 20:00:00,1,0,1,1,14.76,16.665,29,27.9993,9,86,95
926,2011-03-03 01:00:00,1,0,1,1,9.84,9.85,30,31.0009,0,1,1
927,2011-03-03 02:00:00,1,0,1,1,8.2,8.335,27,31.0009,1,2,3
928,2011-03-03 03:00:00,1,0,1,1,8.2,8.335,27,31.0009,0,1,1
929,2011-03-03 04:00:00,1,0,1,1,6.56,6.06,31,32.9975,0,1,1
930,2011-03-03 05:00:00,1,0,1,1,5.74,6.06,33,19.9995,1,7,8
931,2011-03-03 06:00:00,1,0,1,1,5.74,6.06,33,19.9995,1,34,35
935,2011-03-03 10:00:00,1,0,1,1,7.38,9.09,29,12.998,7,49,56
942,2011-03-03 17:00:00,1,0,1,1,10.66,15.15,22,0.0,17,185,202
944,2011-03-03 19:00:00,1,0,1,1,8.2,9.85,40,16.9979,5,101,106
948,2011-03-03 23:00:00,1,0,1,2,7.38,10.605,43,6.0032,0,23,23
950,2011-03-04 01:00:00,1,0,1,2,7.38,9.09,64,12.998,0,4,4
951,2011-03-04 02:00:00,1,0,1,2,7.38,9.09,64,12.998,0,2,2
952,2011-03-04 03:00:00,1,0,1,2,7.38,8.335,74,16.9979,0,1,1
953,2011-03-04 04:00:00,1,0,1,2,7.38,9.09,74,12.998,1,0,1
954,2011-03-04 05:00:00,1,0,1,2,6.56,9.09,74,8.9981,0,7,7
957,2011-03-04 08:00:00,1,0,1,1,7.38,9.85,74,8.9981,6,222,228
959,2011-03-04 10:00:00,1,0,1,1,9.84,11.365,60,16.9979,10,56,66
960,2011-03-04 11:00:00,1,0,1,1,11.48,13.635,52,15.0013,16,73,89
961,2011-03-04 12:00:00,1,0,1,1,13.12,15.15,43,11.0014,10,87,97
962,2011-03-04 13:00:00,1,0,1,1,13.94,15.91,42,15.0013,13,74,87
963,2011-03-04 14:00:00,1,0,1,1,14.76,16.665,40,19.0012,30,65,95
964,2011-03-04 15:00:00,1,0,1,1,14.76,16.665,40,19.9995,31,75,106
966,2011-03-04 17:00:00,1,0,1,2,14.76,16.665,50,16.9979,22,206,228
968,2011-03-04 19:00:00,1,0,1,1,13.12,15.15,61,16.9979,5,102,107
969,2011-03-04 20:00:00,1,0,1,2,12.3,14.395,70,12.998,9,78,87
971,2011-03-04 22:00:00,1,0,1,1,12.3,14.395,70,12.998,4,40,44
972,2011-03-04 23:00:00,1,0,1,2,12.3,15.15,75,11.0014,6,40,46
973,2011-03-05 00:00:00,1,0,0,2,11.48,14.395,81,7.0015,4,15,19
975,2011-03-05 02:00:00,1,0,0,2,12.3,14.395,87,12.998,5,15,20
976,2011-03-05 03:00:00,1,0,0,2,12.3,14.395,87,12.998,0,2,2
977,2011-03-05 04:00:00,1,0,0,2,12.3,15.15,93,11.0014,0,1,1
980,2011-03-05 07:00:00,1,0,0,2,12.3,13.635,100,19.9995,5,10,15
982,2011-03-05 09:00:00,1,0,0,2,13.12,15.15,93,15.0013,15,48,63
983,2011-03-05 10:00:00,1,0,0,2,13.94,16.665,93,12.998,34,69,103
984,2011-03-05 11:00:00,1,0,0,2,16.4,20.455,76,15.0013,43,116,159
985,2011-03-05 12:00:00,1,0,0,2,18.04,21.97,67,16.9979,46,121,167
986,2011-03-05 13:00:00,1,0,0,2,18.86,22.725,67,19.0012,60,130,190
987,2011-03-05 14:00:00,1,0,0,2,19.68,23.485,59,19.0012,80,118,198
989,2011-03-05 16:00:00,1,0,0,2,19.68,23.485,59,19.9995,74,130,204
990,2011-03-05 17:00:00,1,0,0,2,19.68,23.485,59,23.9994,60,104,164
993,2011-03-05 20:00:00,1,0,0,2,18.04,21.97,77,22.0028,12,58,70
994,2011-03-05 21:00:00,1,0,0,2,18.04,21.97,72,22.0028,12,60,72
998,2011-03-06 01:00:00,1,0,0,2,17.22,21.21,77,19.0012,12,27,39
999,2011-03-06 02:00:00,1,0,0,2,16.4,20.455,82,19.0012,5,27,32
1000,2011-03-06 03:00:00,1,0,0,2,17.22,21.21,82,19.9995,2,9,11
1001,2011-03-06 04:00:00,1,0,0,2,17.22,21.21,88,23.9994,0,3,3
1002,2011-03-06 06:00:00,1,0,0,2,17.22,21.21,94,23.9994,1,1,2
1004,2011-03-06 08:00:00,1,0,0,2,16.4,20.455,100,19.9995,1,8,9
1007,2011-03-06 11:00:00,1,0,0,2,17.22,21.21,100,15.0013,18,44,62
1009,2011-03-06 13:00:00,1,0,0,2,18.86,22.725,94,23.9994,22,83,105
1012,2011-03-06 16:00:00,1,0,0,3,14.76,16.665,100,19.0012,3,8,11
1015,2011-03-06 19:00:00,1,0,0,3,12.3,12.88,100,32.9975,0,11,11
1017,2011-03-06 21:00:00,1,0,0,3,9.84,9.09,93,40.9973,1,6,7
1018,2011-03-06 22:00:00,1,0,0,2,9.02,9.85,100,26.0027,0,10,10
1019,2011-03-06 23:00:00,1,0,0,2,9.02,9.85,100,27.9993,0,9,9
1020,2011-03-07 00:00:00,1,0,1,3,8.2,9.09,100,22.0028,0,4,4
1021,2011-03-07 01:00:00,1,0,1,3,8.2,9.09,100,22.0028,0,2,2
1022,2011-03-07 03:00:00,1,0,1,1,8.2,7.575,80,39.0007,0,1,1
1024,2011-03-07 05:00:00,1,0,1,1,8.2,9.09,75,23.9994,0,1,1
1027,2011-03-07 08:00:00,1,0,1,1,8.2,9.09,75,26.0027,11,200,211
1029,2011-03-07 10:00:00,1,0,1,1,9.84,10.605,60,19.9995,15,43,58
1030,2011-03-07 11:00:00,1,0,1,1,10.66,10.605,48,30.0026,19,41,60
1032,2011-03-07 13:00:00,1,0,1,1,13.12,14.395,36,26.0027,16,54,70
1034,2011-03-07 15:00:00,1,0,1,1,13.94,15.15,31,26.0027,32,64,96
1035,2011-03-07 16:00:00,1,0,1,1,13.94,15.15,31,23.9994,26,96,122
1037,2011-03-07 18:00:00,1,0,1,1,13.12,15.15,31,15.0013,19,214,233
1039,2011-03-07 20:00:00,1,0,1,1,12.3,15.15,33,11.0014,5,87,92
1041,2011-03-07 22:00:00,1,0,1,1,10.66,12.88,48,11.0014,1,34,35
1043,2011-03-08 00:00:00,1,0,1,1,10.66,14.395,48,6.0032,1,9,10
1044,2011-03-08 01:00:00,1,0,1,1,9.84,12.12,52,8.9981,0,4,4
1046,2011-03-08 03:00:00,1,0,1,1,9.84,12.88,52,6.0032,5,2,7
1051,2011-03-08 08:00:00,1,0,1,1,9.02,11.365,55,12.998,10,247,257
